UMAP1,UMAP2,Predicted Binding Energy
-3.176512,14.2439785,20.58
-3.1427734,14.330555,12.8
-4.5177436,12.456257,42.6
-4.438837,12.618312,27.37
-3.1015978,14.067879,17.3
-2.977352,14.176155,11.37
-3.9911854,12.626982,37.84
-3.8510568,12.736492,23.86
-2.6065714,13.494412,14.88
-2.372085,13.504009,11.62
-3.7362285,12.698797,33.45
-3.596469,12.784046,20.67
-2.4951634,13.348763,14.98
-2.3051484,13.325192,12.07
-7.0420227,12.491224,67.98
-7.026204,12.512951,52.56
-4.0522094,16.002024,40.15
-4.0316453,15.945365,30.2
-7.148729,12.688804,63.14
-7.152079,12.707199,47.72
-4.1232595,16.085438,36.53
-4.125857,16.128319,27.05
-7.5012836,13.374585,58.31
-7.475323,13.372433,43.1
-5.0707226,16.826012,33.14
-5.0518713,16.881195,24.43
-7.5826735,13.563954,53.62
-7.5248327,13.569549,39.47
-5.2490373,16.963049,30.09
-5.161217,16.986961,23.58
-6.8557777,12.471116,62.53
-6.8428993,12.493545,47.1
-3.9219608,15.743694,34.38
-3.925937,15.829756,24.64
-7.005248,12.716856,57.69
-6.9592023,12.701475,42.26
-3.9968498,15.838943,30.93
-3.9999175,15.899491,21.71
-7.422744,13.352937,52.85
-7.3922315,13.37526,37.84
-4.9964247,16.798746,27.67
-5.008908,16.94385,19.89
-7.4992557,13.509046,48.33
-7.4339457,13.5367365,33.87
-5.15842,16.904648,24.97
-5.098145,17.001732,19.95
-4.8317513,12.355236,57.07
-4.7735076,12.489757,41.65
-3.4432902,14.257419,28.82
-3.359721,14.4172325,19.68
-4.630124,12.49941,52.23
-4.599274,12.587608,36.87
-3.2948718,14.136199,25.33
-3.258799,14.310463,17.78
-4.046169,12.722246,47.43
-3.912313,12.840521,32.58
-2.622454,13.654137,22.35
-2.5730236,13.801097,17.14
-3.7938933,12.762825,43.04
-3.596528,12.870098,28.56
-2.5411355,13.578268,20.58
-2.4001238,13.673142,17.5
-4.7430634,12.344534,51.61
-4.6670165,12.478093,36.19
-3.2753294,14.085518,23.86
-3.1615481,14.133154,16.69
-4.5021095,12.499744,46.77
-4.43076,12.615106,31.58
-3.1435862,13.976324,20.66
-3.0229716,14.059515,15.02
-4.0111866,12.709112,42.14
-3.9254625,12.797378,27.31
-2.6198275,13.640827,18.52
-2.493409,13.692533,14.69
-3.7834425,12.770686,37.75
-3.5538974,12.854396,23.94
-2.5318012,13.519319,18.04
-2.3842328,13.601732,15.04
-7.8995523,11.405889,54.48
-8.007217,11.366114,39.06
-4.4652123,15.283263,24.83
-4.423025,15.3704815,14.25
-8.014891,11.425333,49.65
-8.030561,11.4869995,34.22
-4.693019,15.340282,20.35
-4.69995,15.382926,11.26
-8.690612,13.244577,44.81
-8.688255,13.237988,29.38
-5.399338,15.637286,16.77
-5.420472,15.674243,10.48
-8.715517,13.28835,39.97
-8.714024,13.319957,24.54
-5.7335777,15.747651,15.24
-5.6964097,15.754883,10.75
-7.9162073,11.341787,49.03
-7.9637594,11.37305,33.6
-4.3403907,15.274856,19.4
-4.337183,15.3483925,9.48
-7.9744473,11.333419,44.19
-8.024291,11.405939,28.76
-4.6399198,15.355187,15.21
-4.648543,15.372974,6.97
-8.653162,13.079589,39.35
-8.66039,13.117651,23.92
-5.406075,15.598252,11.73
-5.4070897,15.627168,7.47
-8.787353,13.22855,34.51
-8.743541,13.25072,19.22
-5.6865478,15.65278,10.56
-5.6705966,15.672964,8.35
-5.775637,9.7612095,43.57
-5.7873774,9.722155,28.15
-3.0403023,14.861496,14.64
-2.9487045,14.928641,7.13
-5.7099347,9.585836,38.73
-5.6537356,9.604876,23.45
-2.9152029,14.635089,10.51
-2.7783785,14.718639,5.71
-4.899139,8.957882,33.89
-4.9054475,9.013716,18.89
-2.0578575,13.137047,7.46
-2.0101678,13.26724,6.17
-4.6791735,8.838667,29.05
-4.726778,8.912179,14.75
-2.0097737,13.034546,7.81
-1.92639,13.03722,7.13
-5.7048826,9.684179,38.11
-5.6903796,9.701175,23.14
-2.780033,14.806213,11.74
-2.7719853,14.821974,5.74
-5.609787,9.50285,33.27
-5.573019,9.504965,18.64
-2.6929014,14.601039,7.64
-2.618638,14.593489,5.23
-4.8681064,8.968459,28.71
-4.9052377,9.015467,14.47
-2.032188,13.083269,5.78
-2.017364,13.187708,5.69
-4.705639,8.786253,24.16
-4.610821,8.877739,11.1
-1.9953009,12.937228,6.17
-1.9254948,13.021019,6.54
-7.799439,11.491714,58.66
-7.7974133,11.453521,43.24
-4.3682017,15.557452,28.69
-4.3349257,15.58439,18.31
-7.9622536,11.515384,53.82
-7.9522066,11.504949,38.4
-4.631937,15.613362,24.67
-4.666767,15.552282,14.58
-8.501528,13.242779,48.98
-8.464259,13.217718,33.56
-5.353643,15.790177,20.83
-5.33343,15.782145,13.63
-8.556818,13.246637,44.14
-8.52409,13.2855015,28.72
-5.659887,15.965274,18.55
-5.6712747,15.872535,13.67
-7.8137784,11.43509,53.21
-7.746942,11.454121,37.78
-4.249792,15.4371,23.27
-4.187256,15.504187,12.88
-7.8501115,11.469797,48.37
-7.891569,11.531225,32.94
-4.6098027,15.449259,18.91
-4.5714045,15.461619,9.78
-8.472394,13.169457,43.53
-8.468076,13.134129,28.1
-5.352105,15.717969,15.22
-5.3128676,15.781689,9.79
-8.589041,13.196598,38.69
-8.529996,13.326629,23.38
-5.589647,15.9391,13.7
-5.605061,15.918022,10.6
-5.777485,9.789134,47.75
-5.8027773,9.731603,32.32
-3.1643448,14.788153,17.88
-3.0809665,14.777436,9.45
-5.6541495,9.582119,42.91
-5.6392865,9.596976,27.48
-3.0518835,14.572263,13.68
-2.9855149,14.581621,7.17
-4.917509,8.989522,38.07
-4.898168,9.0218,22.65
-2.148602,13.23675,10.31
-2.1403856,13.35555,7.53
-4.693814,8.859303,33.23
-4.640655,8.87354,18.23
-1.9809906,13.122951,10.33
-2.032345,13.196931,8.32
-5.7045565,9.760287,42.29
-5.6982937,9.7442875,26.87
-2.800188,14.651895,13.67
-2.7595809,14.665928,8.07
-5.5794516,9.530668,37.45
-5.560857,9.494711,22.2
-2.6801844,14.525028,9.72
-2.6893377,14.494292,6.75
-4.855075,9.019559,32.61
-4.8304324,9.029333,17.72
-2.0706098,13.273614,7.46
-2.0839465,13.327701,6.82
-4.713643,8.795149,27.77
-4.6441445,8.911735,14.06
-2.019687,13.096054,7.86
-2.0290546,13.155022,7.32
-7.0964165,12.563777,62.84
-7.1076703,12.571801,47.42
-4.1448684,16.049677,32.87
-4.100204,16.071634,22.67
-7.1628666,12.725507,58.0
-7.197093,12.795021,42.58
-4.2489705,16.211435,29.03
-4.1905093,16.30256,18.97
-7.622233,13.472694,53.16
-7.5427313,13.443976,37.74
-4.9529133,16.847448,25.3
-4.9474626,16.915321,17.18
-7.6674433,13.657808,48.32
-7.640127,13.694403,33.12
-5.1975293,16.926458,22.38
-5.0500107,17.06734,16.77
-6.953175,12.564183,57.39
-7.0367055,12.585725,41.96
-3.977401,16.014524,27.13
-3.9851403,15.998779,17.26
-7.08608,12.739606,52.55
-7.131272,12.73489,37.12
-4.014254,16.113844,23.27
-4.080497,16.160477,13.91
-7.6068296,13.393533,47.71
-7.4602447,13.5099125,32.28
-4.9446163,16.849634,19.7
-4.9280124,16.846643,12.75
-7.5647273,13.651329,42.87
-7.5366635,13.641045,27.68
-5.112251,16.957714,17.44
-5.037382,17.042328,13.15
-4.8048034,12.186651,51.93
-4.82184,12.317564,36.5
-3.355822,14.543429,21.7
-3.2503893,14.540267,12.43
-4.6606946,12.350946,47.09
-4.52504,12.392317,31.66
-3.2065191,14.503489,17.51
-3.222881,14.475311,10.49
-3.9433618,12.490593,42.25
-3.8634949,12.651139,26.82
-2.4027007,13.574853,14.18
-2.2469773,13.57354,10.01
-3.6836088,12.530334,37.41
-3.5496714,12.69376,22.39
-2.3608449,13.506871,13.3
-2.140428,13.486175,10.64
-4.6768055,12.172058,46.47
-4.627355,12.279111,31.05
-2.986732,14.271517,16.72
-2.9139705,14.3377695,10.65
-4.401261,12.328657,41.63
-4.401598,12.459943,26.21
-2.8607893,14.167455,12.7
-2.899436,14.262074,8.74
-3.8715816,12.454534,36.79
-3.7605102,12.535847,21.48
-2.315714,13.622126,10.76
-2.1798282,13.589497,8.4
-3.6519184,12.512068,32.04
-3.5648751,12.621762,17.37
-2.2220144,13.443431,10.82
-2.135972,13.465398,8.59
-6.9941087,12.735219,67.02
-6.964225,12.683948,51.6
-4.092472,16.209932,37.24
-4.0656166,16.209316,27.11
-7.043605,12.792983,62.18
-7.0261555,12.874754,46.76
-4.1859355,16.31072,33.4
-4.116366,16.349718,23.45
-7.4256835,13.549107,57.34
-7.4740553,13.526788,41.92
-4.9121633,16.910107,29.78
-4.902889,17.052614,21.36
-7.4235992,13.699777,52.5
-7.480083,13.720738,37.92
-5.0804305,17.10346,26.54
-4.9901133,17.153782,20.5
-6.8692064,12.632012,61.56
-6.8570538,12.644123,46.14
-3.9522123,16.041334,31.47
-3.9697576,16.086494,21.82
-6.962768,12.839502,56.72
-6.9438086,12.875139,41.3
-3.9812918,16.20195,27.63
-4.035557,16.192423,18.72
-7.3025713,13.521048,51.88
-7.3248224,13.481003,36.46
-4.9104266,17.011175,24.18
-4.9033794,17.04264,16.78
-7.37101,13.666118,47.04
-7.3708487,13.656427,32.29
-5.030229,17.091913,21.65
-4.982748,17.102169,16.12
-4.755928,12.286229,56.11
-4.739142,12.390977,40.68
-3.288158,14.205932,25.79
-3.3115776,14.364822,16.95
-4.593452,12.387839,51.27
-4.5362163,12.401611,35.84
-3.2232056,14.197631,21.97
-3.2363336,14.29381,14.44
-3.89675,12.552763,46.43
-3.8215919,12.654007,31.08
-2.44073,13.69509,18.76
-2.2943528,13.776777,13.28
-3.628298,12.616679,41.63
-3.5624502,12.71372,26.68
-2.3260994,13.65493,17.08
-2.190188,13.714308,13.34
-4.625481,12.259424,50.65
-4.6326466,12.430475,35.22
-3.208685,14.04086,20.7
-3.0839188,14.162094,13.8
-4.3832226,12.356721,45.81
-4.3772907,12.423984,30.39
-2.974035,14.007654,16.59
-2.9344795,14.07686,11.76
-3.8651505,12.533305,40.97
-3.7413526,12.6585865,25.78
-2.3134098,13.74755,14.46
-2.2405956,13.781037,11.3
-3.7198746,12.620363,36.34
-3.5279083,12.697619,21.41
-2.2790444,13.611955,13.88
-2.1719518,13.688544,11.29
-7.8713074,11.846577,53.56
-7.893604,11.905559,38.1
-4.7097435,15.853485,22.67
-4.658818,15.926102,12.62
-8.012872,11.98742,48.74
-8.0181875,11.971933,33.26
-4.866469,15.965682,18.1
-4.8948684,16.040167,9.18
-8.458601,13.550991,43.91
-8.450952,13.601817,28.42
-5.457702,16.131296,14.38
-5.4394703,16.176933,7.78
-8.483677,13.675413,39.08
-8.4301405,13.651878,23.79
-5.757512,16.140182,12.1
-5.7048826,16.231163,8.0
-7.8567157,11.794084,48.06
-7.926312,11.816055,32.64
-4.6061616,15.815096,17.25
-4.589316,15.844705,9.38
-7.974916,11.911862,43.22
-8.028505,12.012342,27.8
-4.842793,15.899457,12.4
-4.8439875,15.91185,6.75
-8.390312,13.420547,38.38
-8.319707,13.513615,22.96
-5.4016194,16.114899,9.05
-5.3911815,16.100218,5.7
-8.504392,13.582226,33.55
-8.4098215,13.580919,18.36
-5.7215185,16.171335,7.66
-5.6626253,16.172194,6.35
-5.315028,9.775584,42.61
-5.318085,9.710425,27.18
-2.3783057,14.819721,14.1
-2.336088,14.895848,6.84
-5.05216,9.575487,37.77
-5.1420894,9.497314,22.34
-2.2722712,14.629045,8.9
-2.3487854,14.770952,5.03
-4.5733895,9.313138,32.93
-4.6927342,9.293071,17.67
-1.657027,13.4498825,5.41
-1.5570544,13.4745455,5.4
-4.2818637,9.194664,28.09
-4.3316464,9.205187,13.51
-1.549141,13.309925,4.93
-1.5291307,13.337295,6.05
-5.2673855,9.683188,37.15
-5.2743382,9.6655035,22.7
-2.2782404,14.788996,11.37
-2.2681582,14.824966,5.25
-5.0885825,9.529042,32.31
-5.1296086,9.512501,18.01
-2.236268,14.539078,6.77
-2.2026978,14.621377,4.69
-4.527314,9.268,27.49
-4.57512,9.256517,13.45
-1.6455137,13.494638,4.02
-1.6206255,13.467422,5.29
-4.207174,9.22466,22.93
-4.288024,9.203451,9.62
-1.4983867,13.333768,4.22
-1.4699683,13.347594,5.94
-7.7479777,11.995751,57.7
-7.709751,12.103831,42.27
-4.5826516,16.013634,26.91
-4.5403757,16.061188,16.2
-7.8164015,12.111272,52.86
-7.8210096,12.181379,37.44
-4.8410354,16.076883,22.72
-4.8222814,16.155285,12.43
-8.219404,13.657983,48.02
-8.180529,13.645128,32.6
-5.370013,16.264301,18.53
-5.318542,16.33682,10.62
-8.216106,13.725507,43.18
-8.224898,13.736581,27.76
-5.680553,16.267275,15.82
-5.613158,16.343016,10.39
-7.707819,11.841635,52.24
-7.7083983,12.051251,36.82
-4.495221,15.863388,21.56
-4.4911566,15.975521,11.87
-7.8673463,12.00538,47.4
-7.8025036,12.1264105,31.98
-4.766112,16.002047,16.92
-4.7419267,16.11043,8.57
-8.171209,13.611077,42.56
-8.203487,13.625669,27.14
-5.3313527,16.133184,12.73
-5.2614703,16.238136,7.29
-8.205286,13.74085,37.72
-8.196938,13.665587,22.3
-5.586332,16.238403,10.91
-5.5324287,16.25814,7.31
-5.307735,9.787853,46.79
-5.243177,9.753539,31.36
-2.1562958,14.811197,16.84
-2.1230433,14.861859,9.21
-5.0375896,9.603852,41.95
-5.086629,9.608916,26.52
-2.0496664,14.609633,11.47
-2.0502377,14.6299515,6.29
-4.516987,9.363715,37.11
-4.5812006,9.344593,21.68
-1.5207021,13.695273,7.78
-1.4953359,13.732265,6.38
-4.3077817,9.247382,32.27
-4.2930946,9.343615,16.84
-1.493734,13.419362,6.74
-1.4290886,13.455624,7.03
-5.213565,9.816447,41.33
-5.2048798,9.744972,26.08
-2.1841717,14.716017,13.78
-2.139633,14.78563,7.42
-5.0014935,9.576401,36.49
-5.0970736,9.573114,21.06
-2.0430176,14.516566,8.93
-1.993821,14.48978,5.61
-4.506857,9.356324,31.65
-4.553603,9.292288,16.42
-1.4931521,13.700148,5.48
-1.4552217,13.715357,6.26
-4.232762,9.204308,26.81
-4.2511625,9.297336,12.05
-1.4338304,13.429002,5.18
-1.3012354,13.471832,6.92
-6.9312277,12.864532,61.88
-6.960942,12.85077,46.45
-4.232567,16.661331,31.59
-4.172781,16.670254,20.6
-7.028739,13.079487,57.04
-7.014395,13.090288,41.61
-4.3861303,16.748566,27.4
-4.345938,16.80892,16.73
-7.293896,13.905565,52.2
-7.2314806,13.876756,36.77
-4.7388177,17.215563,23.2
-4.7177095,17.222567,14.42
-7.417656,13.993561,47.36
-7.4105563,14.043428,32.33
-4.853887,17.39195,19.78
-4.8537793,17.347818,13.91
-6.822434,12.861248,56.42
-6.8037624,12.872349,41.0
-4.1496983,16.639463,26.16
-4.1161723,16.600595,15.84
-6.8915496,13.08274,51.58
-6.838123,13.025734,36.16
-4.2786455,16.702864,21.6
-4.261429,16.776237,12.1
-7.2756276,13.817959,46.74
-7.120918,13.881361,31.32
-4.6300163,17.219957,17.41
-4.6081758,17.258352,10.26
-7.3830442,14.012372,41.9
-7.2875404,14.073946,26.53
-4.832208,17.321886,14.91
-4.783642,17.382961,9.95
-4.396273,11.79461,50.96
-4.28614,11.863117,35.54
-1.6708446,14.763712,20.96
-1.6271956,14.824397,11.97
-4.1864166,11.855259,46.12
-4.1669006,11.981738,30.7
-1.4702362,14.633978,16.28
-1.5221962,14.737502,8.62
-3.6607652,12.176165,41.29
-3.5549014,12.126215,25.86
-1.1838022,14.106207,12.21
-1.1405064,14.056606,7.63
-3.487702,12.21859,36.45
-3.3352232,12.270341,21.02
-1.1019428,13.981556,10.35
-1.1104298,13.92278,8.01
-4.331505,11.870595,45.51
-4.2994614,11.856197,30.46
-1.649955,14.648297,16.47
-1.6383108,14.712268,9.76
-4.103196,11.906412,40.67
-4.0884233,11.937332,25.26
-1.4185299,14.510415,11.57
-1.4514955,14.593037,7.39
-3.627081,12.061958,35.83
-3.590309,12.084224,20.4
-1.2086762,14.0530205,8.12
-1.133456,14.033763,7.24
-3.4068787,12.158227,30.99
-3.2712333,12.211024,15.79
-1.1277336,13.8818865,7.35
-1.0261189,13.966286,7.9
-6.74546,13.0492525,66.06
-6.73911,13.075734,50.63
-4.120612,16.809109,36.36
-4.0793533,16.835205,25.16
-6.8726697,13.26418,61.22
-6.8065987,13.264694,45.79
-4.215944,16.99851,32.08
-4.2184944,16.999624,21.33
-7.1086545,13.890359,56.38
-6.9466453,13.94422,41.2
-4.67967,17.347244,27.88
-4.607851,17.423088,18.59
-7.190233,14.078889,51.54
-7.0886245,14.15221,37.01
-4.718866,17.495707,24.21
-4.6801586,17.48743,17.61
-6.592846,12.98103,60.6
-6.6408315,13.069589,45.18
-4.056106,16.815317,31.04
-4.0645905,16.823843,20.05
-6.6811886,13.229853,55.76
-6.665823,13.261762,40.34
-4.148019,16.931774,26.48
-4.1442776,16.957962,16.58
-6.9872265,13.856403,50.92
-6.926647,13.878153,35.5
-4.5804815,17.378405,22.08
-4.4751844,17.453726,14.49
-7.1304493,13.9926815,46.08
-7.0162315,14.035323,31.21
-4.696367,17.440271,19.42
-4.693045,17.477217,13.43
-4.3650312,11.921113,55.14
-4.3263807,11.974317,39.82
-1.5492916,14.764139,25.72
-1.4576215,14.810827,15.92
-4.1726832,11.96741,50.3
-4.1124372,12.009661,34.88
-1.3185213,14.646776,21.16
-1.3749053,14.644996,12.57
-3.6308985,12.167461,45.46
-3.5608222,12.195332,30.04
-1.0146167,14.187608,17.24
-1.056653,14.215581,10.45
-3.3465528,12.256059,40.62
-3.2866163,12.324892,25.49
-1.0537165,14.097009,14.81
-1.02955,14.080154,10.14
-4.260272,11.875663,49.69
-4.2140756,11.868418,34.84
-1.4016131,14.719126,20.44
-1.3885278,14.737746,12.16
-4.078182,11.9534235,44.85
-4.036769,12.005183,29.63
-1.2991122,14.612648,16.17
-1.2111745,14.599011,9.84
-3.5843995,12.091745,40.01
-3.5196655,12.154994,24.58
-1.0104204,14.191604,12.76
-1.0413742,14.272589,9.03
-3.330842,12.181163,35.17
-3.223715,12.2694235,20.12
-1.0168157,14.049193,10.93
-0.94484854,14.074517,8.87
-7.89293,12.001682,52.77
-7.8797517,12.0685425,37.13
-4.6847625,16.034218,22.62
-4.7324414,16.132298,13.02
-7.9310308,12.146392,47.94
-7.9661055,12.229672,32.29
-4.9061046,16.129597,17.86
-4.941628,16.191143,9.96
-8.368495,13.652334,43.11
-8.290299,13.687526,27.45
-5.4006968,16.252523,13.93
-5.312561,16.309984,8.66
-8.419984,13.742587,38.29
-8.349575,13.748143,23.03
-5.716615,16.311897,12.31
-5.6916757,16.353514,7.6
-7.8901606,11.949881,47.14
-7.8934107,12.033375,31.68
-4.6512494,16.002926,19.07
-4.6411242,16.038252,9.91
-7.9505386,12.031671,42.31
-7.995331,12.162784,26.84
-4.939812,16.075914,13.91
-4.88178,16.09809,7.75
-8.342288,13.621356,37.49
-8.286985,13.653571,22.0
-5.4172153,16.278692,10.33
-5.3422637,16.25852,6.54
-8.393797,13.729071,32.66
-8.279517,13.75136,17.66
-5.7166533,16.279818,8.94
-5.6439023,16.372894,6.28
-5.145905,9.757804,41.64
-5.1393857,9.813126,27.79
-2.1370413,14.757643,15.73
-2.1272461,14.831234,7.51
-4.8763556,9.629558,36.8
-4.8676314,9.720082,22.3
-2.0833385,14.574357,10.83
-2.10578,14.669681,5.64
-4.473516,9.461128,31.96
-4.451352,9.477292,17.08
-1.5422407,13.543539,8.23
-1.4952538,13.587195,5.24
-4.147776,9.402182,27.12
-4.106372,9.438769,13.22
-1.4696454,13.396039,6.77
-1.4032339,13.439621,5.65
-5.073111,9.741232,36.56
-5.1316,9.7338915,24.37
-2.1585498,14.708943,12.92
-2.0658996,14.824516,5.67
-4.8743796,9.641417,31.71
-4.9309835,9.666058,19.1
-2.0037289,14.507006,8.84
-2.0300999,14.589109,4.79
-4.4317575,9.438232,26.85
-4.394995,9.451152,13.9
-1.5162717,13.67176,6.34
-1.5160353,13.637314,4.93
-4.1202393,9.409305,22.04
-4.1205072,9.418796,10.67
-1.3670014,13.441475,5.75
-1.3501552,13.441461,5.53
-7.7427716,12.152133,56.74
-7.704726,12.224298,41.31
-4.599048,16.277012,26.85
-4.5930777,16.324594,15.98
-7.838914,12.328415,51.9
-7.81635,12.35855,36.47
-4.862391,16.296757,22.29
-4.8211093,16.343987,12.3
-8.146148,13.693641,47.06
-8.137903,13.73108,31.63
-5.336685,16.444847,18.02
-5.282592,16.508087,10.24
-8.144208,13.891074,42.22
-8.118956,13.894513,26.93
-5.6862445,16.428957,15.85
-5.6087394,16.588594,8.98
-7.7502537,12.173057,51.28
-7.709151,12.235069,36.04
-4.574233,16.197105,22.24
-4.539293,16.278921,12.65
-7.8375845,12.3102665,46.44
-7.7861295,12.347201,31.01
-4.8868666,16.291937,17.38
-4.772913,16.38223,9.05
-8.14436,13.652429,41.6
-8.073579,13.661347,26.17
-5.344533,16.41926,13.08
-5.268837,16.470724,7.8
-8.140239,13.805221,36.76
-8.055418,13.828461,21.34
-5.5593896,16.422815,10.96
-5.503109,16.52721,7.57
-5.0147414,9.840527,45.82
-5.0498447,9.811805,31.16
-1.8939394,14.803599,18.71
-1.9243165,14.821931,9.69
-4.840995,9.68978,40.98
-4.849291,9.625151,25.86
-1.8664247,14.619404,13.69
-1.8670262,14.610391,6.93
-4.4673214,9.528748,36.14
-4.438134,9.558795,20.72
-1.3874689,13.727972,9.89
-1.4057587,13.76593,6.22
-4.184191,9.501995,31.3
-4.1175933,9.536645,15.88
-1.3086658,13.528555,8.34
-1.2529345,13.557638,6.63
-5.0222964,9.865421,40.56
-5.0092163,9.783673,27.43
-1.9377724,14.723506,15.41
-1.8884422,14.720401,7.44
-4.766328,9.704655,35.53
-4.849667,9.613784,21.94
-1.8353986,14.501213,10.94
-1.8134903,14.519136,5.58
-4.403396,9.494655,30.69
-4.354803,9.550113,16.45
-1.405072,13.768255,7.79
-1.3362987,13.808714,5.86
-4.144125,9.434835,25.85
