Halide1,Halide2,Halide3,Cl,Br,I,Cation,Formula,SOLVENT,Target,A_IONRAD,A_MASS,A_DPM,B_IONRAD,B_MASS,B_EA,B_IE,B_En,B_AN,X_IONRAD,X_MASS,X_EA,X_IE,X_En,X_AN,l0,l1,l2,l3,l4,l5,l6,l7,l8,l9,l10,CATION_HATOMS,SOLV_DENSITY,SOLV_DIELECTRIC,SOLV_GDN,SOLV_DPM,SOLV_MV,SOLV_UMBO,DMSO,THTO,DMF,NMP,ACETONE,METHA,GBL,NITRO
I,Br,Br,0,0.666666667,0.333333333,MA,IBrBrMA,NITRO,9.39,2.17,32.07,2.3,1.19,207,0.36,7.417,2.33,82,1.966666667,95.56666667,3.263333333,11.35966667,2.86,41,2.25E-01,-5.75E-01,7.93E-01,-8.80E-02,-7.13E-01,-9.65E-01,1.66E-02,4.84E-03,8.66E-01,1.61E-01,-4.99E-01,3,1.14,35.9,2.7,3.54,53.7,0.1,0,0,0,0,0,0,0,1
Br,Br,Cl,0.333333333,0.666666667,0,Cs,BrBrClCs,NITRO,9.38,1.7,132.91,0,1.19,207,0.36,7.417,2.33,82,1.91,65.08333333,3.449,12.19866667,3.026666667,29,2.31E-01,-5.56E-01,-7.75E-01,-2.20E-02,-7.33E-01,9.90E-01,-9.50E-03,8.46E-01,4.25E-01,8.07E-01,-8.87E-01,0,1.14,35.9,2.7,3.54,53.7,0.1,0,0,0,0,0,0,0,1
I,Br,Cl,0.333333333,0.333333333,0.333333333,MA,IBrClMA,NITRO,9.38,2.17,32.07,2.3,1.19,207,0.36,7.417,2.33,82,1.916666667,80.75,3.347333333,11.74433333,2.926666667,35,1.74E-01,-9.13E-02,7.96E-01,-7.48E-02,-7.22E-01,-9.64E-01,1.26E-02,4.97E-03,7.67E-01,5.69E-01,-7.26E-01,3,1.14,35.9,2.7,3.54,53.7,0.1,0,0,0,0,0,0,0,1
Br,Cl,Cl,0.666666667,0.333333333,0,Cs,BrClClCs,NITRO,9.33,1.7,132.91,0,1.19,207,0.36,7.417,2.33,82,1.86,50.26666667,3.533,12.58333333,3.093333333,23,1.81E-01,-6.38E-02,-7.72E-01,-8.72E-03,-7.42E-01,9.90E-01,-1.35E-02,8.46E-01,1.51E-01,9.22E-01,-9.45E-01,0,1.14,35.9,2.7,3.54,53.7,0.1,0,0,0,0,0,0,0,1
I,Cl,Cl,0.666666667,0,0.333333333,MA,IClClMA,NITRO,9.27,2.17,32.07,2.3,1.19,207,0.36,7.417,2.33,82,1.866666667,65.93333333,3.431333333,12.129,2.993333333,29,1.23E-01,4.39E-01,7.99E-01,-6.15E-02,-7.30E-01,-9.63E-01,8.68E-03,5.10E-03,6.12E-01,8.11E-01,-8.60E-01,3,1.14,35.9,2.7,3.54,53.7,0.1,0,0,0,0,0,0,0,1
Br,Br,Cl,0.333333333,0.666666667,0,MA,BrBrClMA,NITRO,9.09,2.17,32.07,2.3,1.19,207,0.36,7.417,2.33,82,1.91,65.08333333,3.449,12.19866667,3.026666667,29,1.27E-01,-5.62E-01,7.91E-01,-6.50E-02,-7.19E-01,-9.65E-01,1.60E-02,1.10E-02,3.64E-01,7.67E-01,-7.24E-01,3,1.14,35.9,2.7,3.54,53.7,0.1,0,0,0,0,0,0,0,1
I,Br,Cl,0.333333333,0.333333333,0.333333333,FA,IBrClFA,NITRO,9.07,2.53,44.056,0.25,1.19,207,0.36,7.417,2.33,82,1.916666667,80.75,3.347333333,11.74433333,2.926666667,35,1.72E-01,-1.29E-01,-9.93E-01,-7.44E-02,-6.70E-01,-9.80E-01,6.42E-02,6.70E-01,-7.36E-01,-7.87E-01,-7.95E-01,2,1.14,35.9,2.7,3.54,53.7,0.1,0,0,0,0,0,0,0,1
I,Cl,Cl,0.666666667,0,0.333333333,FA,IClClFA,NITRO,9.04,2.53,44.056,0.25,1.19,207,0.36,7.417,2.33,82,1.866666667,65.93333333,3.431333333,12.129,2.993333333,29,1.21E-01,4.08E-01,-9.92E-01,-6.11E-02,-6.80E-01,-9.79E-01,6.03E-02,6.70E-01,-8.47E-01,-5.23E-01,-8.97E-01,2,1.14,35.9,2.7,3.54,53.7,0.1,0,0,0,0,0,0,0,1
I,I,Br,0,0.333333333,0.666666667,Cs,IIBrCs,NITRO,9.01,1.7,132.91,0,1.19,207,0.36,7.417,2.33,82,1.973333333,111.2333333,3.161666667,10.90533333,2.76,47,3.66E-01,-1.00E-01,-7.68E-01,-5.49E-02,-7.29E-01,9.90E-01,-1.23E-02,8.42E-01,9.65E-01,-1.00E-01,-7.79E-01,0,1.14,35.9,2.7,3.54,53.7,0.1,0,0,0,0,0,0,0,1
I,I,Cl,0.333333333,0,0.666666667,Cs,IIClCs,METHA,8.78,1.7,132.91,0,1.19,207,0.36,7.417,2.33,82,1.923333333,96.41666667,3.245666667,11.29,2.826666667,41,3.20E-01,4.32E-01,-7.65E-01,-4.16E-02,-7.38E-01,9.91E-01,-1.63E-02,8.42E-01,9.38E-01,3.65E-01,-8.89E-01,0,0.85,10.9,1,2.8,82.5,-0.08,0,0,0,0,0,1,0,0
Br,Br,Br,0,1,0,FA,BrBrBrFA,NITRO,8.72,2.53,44.056,0.25,1.19,207,0.36,7.417,2.33,82,1.96,79.9,3.365,11.814,2.96,35,1.77E-01,-8.45E-01,-9.93E-01,-7.79E-02,-6.57E-01,-9.81E-01,7.15E-02,6.73E-01,-8.55E-01,-8.27E-01,-6.11E-01,2,1.14,35.9,2.7,3.54,53.7,0.1,0,0,0,0,0,0,0,1
Br,Br,Br,0,1,0,Cs,BrBrBrCs,NITRO,8.64,1.7,132.91,0,1.19,207,0.36,7.417,2.33,82,1.96,79.9,3.365,11.814,2.96,35,2.80E-01,-8.31E-01,-7.79E-01,-3.54E-02,-7.25E-01,9.89E-01,-5.55E-03,8.46E-01,6.39E-01,5.61E-01,-7.76E-01,0,1.14,35.9,2.7,3.54,53.7,0.1,0,0,0,0,0,0,0,1
Cl,Cl,Cl,1,0,0,FA,ClClClFA,NITRO,8.63,2.53,44.056,0.25,1.19,207,0.36,7.417,2.33,82,1.81,35.45,3.617,12.968,3.16,17,2.10E-02,4.23E-01,-9.93E-01,-3.80E-02,-6.87E-01,-9.79E-01,5.97E-02,6.73E-01,-9.75E-01,2.64E-01,-9.49E-01,2,1.14,35.9,2.7,3.54,53.7,0.1,0,0,0,0,0,0,0,1
I,Cl,Cl,0.666666667,0,0.333333333,Cs,IClClCs,NITRO,8.58,1.7,132.91,0,1.19,207,0.36,7.417,2.33,82,1.866666667,65.93333333,3.431333333,12.129,2.993333333,29,2.27E-01,4.47E-01,-7.67E-01,-1.85E-02,-7.44E-01,9.90E-01,-1.68E-02,8.44E-01,6.55E-01,8.44E-01,-9.45E-01,0,1.14,35.9,2.7,3.54,53.7,0.1,0,0,0,0,0,0,0,1
I,I,Cl,0.333333333,0,0.666666667,MA,IIClMA,METHA,8.42,2.17,32.07,2.3,1.19,207,0.36,7.417,2.33,82,1.923333333,96.41666667,3.245666667,11.29,2.826666667,41,2.21E-01,4.24E-01,8.00E-01,-8.45E-02,-7.24E-01,-9.63E-01,9.24E-03,-1.05E-03,9.28E-01,2.71E-01,-7.28E-01,3,0.85,10.9,1,2.8,82.5,-0.08,0,0,0,0,0,1,0,0
I,I,Br,0,0.333333333,0.666666667,Cs,IIBrCs,METHA,8.39,1.7,132.91,0,1.19,207,0.36,7.417,2.33,82,1.973333333,111.2333333,3.161666667,10.90533333,2.76,47,3.66E-01,-1.00E-01,-7.68E-01,-5.49E-02,-7.29E-01,9.90E-01,-1.23E-02,8.42E-01,9.65E-01,-1.00E-01,-7.79E-01,0,0.85,10.9,1,2.8,82.5,-0.08,0,0,0,0,0,1,0,0
Br,Br,Cl,0.333333333,0.666666667,0,Cs,BrBrClCs,METHA,8.18,1.7,132.91,0,1.19,207,0.36,7.417,2.33,82,1.91,65.08333333,3.449,12.19866667,3.026666667,29,2.31E-01,-5.56E-01,-7.75E-01,-2.20E-02,-7.33E-01,9.90E-01,-9.50E-03,8.46E-01,4.25E-01,8.07E-01,-8.87E-01,0,0.85,10.9,1,2.8,82.5,-0.08,0,0,0,0,0,1,0,0
Br,Br,Cl,0.333333333,0.666666667,0,MA,BrBrClMA,METHA,8.07,2.17,32.07,2.3,1.19,207,0.36,7.417,2.33,82,1.91,65.08333333,3.449,12.19866667,3.026666667,29,1.27E-01,-5.62E-01,7.91E-01,-6.50E-02,-7.19E-01,-9.65E-01,1.60E-02,1.10E-02,3.64E-01,7.67E-01,-7.24E-01,3,0.85,10.9,1,2.8,82.5,-0.08,0,0,0,0,0,1,0,0
I,Br,Br,0,0.666666667,0.333333333,FA,IBrBrFA,NITRO,7.69,2.53,44.056,0.25,1.19,207,0.36,7.417,2.33,82,1.966666667,95.56666667,3.263333333,11.35966667,2.86,41,2.23E-01,-6.00E-01,-9.93E-01,-8.76E-02,-6.59E-01,-9.81E-01,6.81E-02,6.70E-01,-5.65E-01,-9.13E-01,-6.13E-01,2,1.14,35.9,2.7,3.54,53.7,0.1,0,0,0,0,0,0,0,1
I,I,Cl,0.333333333,0,0.666666667,Cs,IIClCs,NITRO,7.63,1.7,132.91,0,1.19,207,0.36,7.417,2.33,82,1.923333333,96.41666667,3.245666667,11.29,2.826666667,41,3.20E-01,4.32E-01,-7.65E-01,-4.16E-02,-7.38E-01,9.91E-01,-1.63E-02,8.42E-01,9.38E-01,3.65E-01,-8.89E-01,0,1.14,35.9,2.7,3.54,53.7,0.1,0,0,0,0,0,0,0,1
I,Br,Cl,0.333333333,0.333333333,0.333333333,Cs,IBrClCs,NITRO,7.62,1.7,132.91,0,1.19,207,0.36,7.417,2.33,82,1.916666667,80.75,3.347333333,11.74433333,2.926666667,35,2.76E-01,-8.21E-02,-7.70E-01,-3.18E-02,-7.36E-01,9.90E-01,-1.29E-02,8.44E-01,7.95E-01,6.35E-01,-8.88E-01,0,1.14,35.9,2.7,3.54,53.7,0.1,0,0,0,0,0,0,0,1
I,I,I,0,0,1,FA,IIIFA,NITRO,7.51,2.53,44.056,0.25,1.19,207,0.36,7.417,2.33,82,1.98,126.9,3.06,10.451,2.66,53,3.12E-01,3.77E-01,-9.92E-01,-1.07E-01,-6.65E-01,-9.79E-01,6.14E-02,6.63E-01,5.54E-01,-9.79E-01,-6.18E-01,2,1.14,35.9,2.7,3.54,53.7,0.1,0,0,0,0,0,0,0,1
I,I,Cl,0.333333333,0,0.666666667,MA,IIClMA,NITRO,7.49,2.17,32.07,2.3,1.19,207,0.36,7.417,2.33,82,1.923333333,96.41666667,3.245666667,11.29,2.826666667,41,2.21E-01,4.24E-01,8.00E-01,-8.45E-02,-7.24E-01,-9.63E-01,9.24E-03,-1.05E-03,9.28E-01,2.71E-01,-7.28E-01,3,1.14,35.9,2.7,3.54,53.7,0.1,0,0,0,0,0,0,0,1
I,I,Cl,0.333333333,0,0.666666667,FA,IIClFA,NITRO,7.46,2.53,44.056,0.25,1.19,207,0.36,7.417,2.33,82,1.923333333,96.41666667,3.245666667,11.29,2.826666667,41,2.19E-01,3.92E-01,-9.92E-01,-8.41E-02,-6.72E-01,-9.79E-01,6.08E-02,6.66E-01,-3.01E-01,-8.92E-01,-7.97E-01,2,1.14,35.9,2.7,3.54,53.7,0.1,0,0,0,0,0,0,0,1
I,I,I,0,0,1,Cs,IIICs,NITRO,7.46,1.7,132.91,0,1.19,207,0.36,7.417,2.33,82,1.98,126.9,3.06,10.451,2.66,53,4.07E-01,4.17E-01,-7.63E-01,-6.46E-02,-7.31E-01,9.91E-01,-1.57E-02,8.40E-01,9.90E-01,-4.36E-01,-7.81E-01,0,1.14,35.9,2.7,3.54,53.7,0.1,0,0,0,0,0,0,0,1
I,I,Br,0,0.333333333,0.666666667,FA,IIBrFA,METHA,7.18,2.53,44.056,0.25,1.19,207,0.36,7.417,2.33,82,1.973333333,111.2333333,3.161666667,10.90533333,2.76,47,2.68E-01,-1.47E-01,-9.93E-01,-9.73E-02,-6.62E-01,-9.80E-01,6.48E-02,6.66E-01,-8.34E-03,-9.57E-01,-6.15E-01,2,0.85,10.9,1,2.8,82.5,-0.08,0,0,0,0,0,1,0,0
I,I,Br,0,0.333333333,0.666666667,FA,IIBrFA,NITRO,7.01,2.53,44.056,0.25,1.19,207,0.36,7.417,2.33,82,1.973333333,111.2333333,3.161666667,10.90533333,2.76,47,2.68E-01,-1.47E-01,-9.93E-01,-9.73E-02,-6.62E-01,-9.80E-01,6.48E-02,6.66E-01,-8.34E-03,-9.57E-01,-6.15E-01,2,1.14,35.9,2.7,3.54,53.7,0.1,0,0,0,0,0,0,0,1
I,I,I,0,0,1,MA,IIIMA,NITRO,7,2.17,32.07,2.3,1.19,207,0.36,7.417,2.33,82,1.98,126.9,3.06,10.451,2.66,53,3.14E-01,4.09E-01,8.02E-01,-1.07E-01,-7.17E-01,-9.63E-01,9.81E-03,-7.20E-03,9.89E-01,-5.17E-01,-5.04E-01,3,1.14,35.9,2.7,3.54,53.7,0.1,0,0,0,0,0,0,0,1
I,I,Br,0,0.333333333,0.666666667,MA,IIBrMA,NITRO,6.85,2.17,32.07,2.3,1.19,207,0.36,7.417,2.33,82,1.973333333,111.2333333,3.161666667,10.90533333,2.76,47,2.70E-01,-1.10E-01,7.97E-01,-9.77E-02,-7.15E-01,-9.64E-01,1.32E-02,-1.18E-03,9.60E-01,-2.02E-01,-5.02E-01,3,1.14,35.9,2.7,3.54,53.7,0.1,0,0,0,0,0,0,0,1
Br,Br,Br,0,1,0,MA,BrBrBrMA,NITRO,6.8,2.17,32.07,2.3,1.19,207,0.36,7.417,2.33,82,1.96,79.9,3.365,11.814,2.96,35,1.79E-01,-8.33E-01,7.88E-01,-7.83E-02,-7.10E-01,-9.67E-01,2.00E-02,1.09E-02,5.94E-01,4.85E-01,-4.96E-01,3,1.14,35.9,2.7,3.54,53.7,0.1,0,0,0,0,0,0,0,1
I,Br,Br,0,0.666666667,0.333333333,Cs,IBrBrCs,NITRO,5.72,1.7,132.91,0,1.19,207,0.36,7.417,2.33,82,1.966666667,95.56666667,3.263333333,11.35966667,2.86,41,3.24E-01,-5.69E-01,-7.73E-01,-4.51E-02,-7.27E-01,9.90E-01,-8.94E-03,8.44E-01,8.83E-01,2.60E-01,-7.78E-01,0,1.14,35.9,2.7,3.54,53.7,0.1,0,0,0,0,0,0,0,1
I,I,I,0,0,1,Cs,IIICs,METHA,5.41,1.7,132.91,0,1.19,207,0.36,7.417,2.33,82,1.98,126.9,3.06,10.451,2.66,53,4.07E-01,4.17E-01,-7.63E-01,-6.46E-02,-7.31E-01,9.91E-01,-1.57E-02,8.40E-01,9.90E-01,-4.36E-01,-7.81E-01,0,0.85,10.9,1,2.8,82.5,-0.08,0,0,0,0,0,1,0,0
