UMAP1,UMAP2,Predicted Bandgaps,True Bandgaps
11.041851,0.477237,1.9808934,2.11
-1.7287241,10.7295265,4.083446,4.02
12.476077,-0.13825399,3.8924928,3.93
12.235816,-0.47144067,4.3684063,4.27
-1.7705114,10.202287,3.3046567,3.29
12.760748,-0.49105528,3.7411559,3.78
12.163294,-0.71328676,4.590521,4.57
12.575889,-0.5653785,3.9741979,3.94
-2.3225796,8.583753,2.0739574,1.89
-3.8068256,7.9431834,0.80978465,0.7
-1.9759881,10.0454035,3.350374,3.32
12.149171,1.3874567,1.0287094,1.03
-3.1330853,7.8478894,0.82348824,0.67
8.2082,-0.3880752,2.1969514,2.23
7.585269,-1.1010387,3.4214387,3.53
8.1632595,-1.4456351,4.492575,4.31
8.211262,-1.4137758,4.3316684,4.29
7.488527,-1.2271488,3.5181158,3.54
7.9809966,-1.2413523,4.0366035,4.02
8.979356,-0.51895857,2.668328,2.64
7.3145638,-0.6001198,3.2910023,3.39
10.55296,-0.1518614,2.3600464,2.3
14.51898,1.7873728,1.9626553,1.89
14.033227,2.3228445,2.3130069,2.26
14.42002,2.3679304,2.1642225,2.09
14.380363,1.5471244,1.8339846,1.83
14.561118,2.168211,1.9796381,1.98
-1.9710946,4.0802116,3.6096609,3.72
-2.1765127,4.1480017,3.5643132,3.5
-0.34027857,4.6859326,4.124557,4.07
-0.43922767,4.7564545,3.9130614,3.9
-0.47060853,4.762988,3.745578,3.6
-0.9277029,3.8364496,3.9946263,4.01
-0.48549926,4.0071383,4.536018,4.47
-1.1682206,3.8049524,3.64152,3.65
-3.67833,6.1059413,1.1811373,1.69
-1.5914303,11.087923,4.5590997,4.64
-0.24172409,9.513489,3.5166605,3.74
-0.33780298,9.302213,3.472481,3.8
-0.02816277,10.069577,4.005218,3.79
-0.053218108,10.122398,3.805855,3.93
-0.11005392,9.970646,3.649812,3.61
0.6825375,9.299761,3.824725,3.81
0.7877411,9.401646,4.0389953,3.52
0.86060923,9.490529,4.302497,4.25
0.41193506,9.09167,3.654916,3.78
0.5195662,9.145862,3.7306967,3.77
8.778881,0.107332595,2.5759869,2.16
14.537053,1.8338463,1.8748028,1.87
12.840724,-0.23195393,3.6363742,3.69
7.8229017,-1.342774,3.5633476,3.59
12.330923,1.3996445,1.0825183,1.11
12.87788,1.3649604,1.24542,1.28
13.936338,1.2194954,1.405878,1.41
8.215792,0.21327494,1.1381192,1.22
7.949454,0.13507186,1.3145059,1.29
7.8221493,0.097965755,1.5940666,1.53
14.30574,1.4299138,1.8082995,1.79
14.415489,1.5990435,1.9023848,1.87
14.579604,1.9894897,1.9748137,1.95
-2.6902187,5.3057437,1.5634449,1.52
-2.5993247,5.46449,1.628829,1.6
-2.563906,5.5119586,1.62853,1.63
-3.6150556,5.098619,0.9940977,0.97
-4.1944895,5.425621,0.60900795,0.56
-4.1246357,6.0615115,0.6151703,0.6
-4.2824316,6.294361,0.70156366,0.61
8.893564,0.04738261,3.1251957,3.048
8.748445,0.13222621,2.1184971,2.11
8.645346,0.20746359,1.4682589,1.467
8.819015,-0.33303067,2.5897334,2.465
8.547207,0.02411147,1.3966024,1.341
8.966533,-0.54359025,2.7477298,2.611
8.222612,-1.4266502,4.670539,4.708
